"","variable","time","fcst_date","lower","median","upper"
"145","pghngdp",236,2021-01-01,-0.711255830793659,-0.255942528355279,0.191489354128561
"146","pghngdp",237,2021-02-01,-0.428356155997371,-0.0651510940786171,0.301075724366302
"147","pghngdp",238,2021-03-01,-0.354223373285481,0.115102257259521,0.592961400998526
"148","pghngdp",239,2021-04-01,-0.291755197000021,0.221775101738532,0.684549583652489
"149","pghngdp",240,2021-05-01,-0.268900416580319,0.129841779150972,0.537298803254544
"150","pghngdp",241,2021-06-01,-0.502972619531512,-0.0151403459966642,0.495751815871074
"151","pghngdp",242,2021-07-01,-0.728578698936882,-0.131519074304448,0.390873732858585
"152","pghngdp",243,2021-08-01,-0.528379443142167,-0.0963098445784915,0.3834684154657
"153","pghngdp",244,2021-09-01,-0.460436017123843,0.0843046035335536,0.563911837952996
"154","pghngdp",245,2021-10-01,-0.330341825571428,0.186912647317725,0.753407578320191
"155","pghngdp",246,2021-11-01,-0.354273079892754,0.132299939497485,0.622317768674347
"156","pghngdp",247,2021-12-01,-0.590303592616949,-0.0154286515931993,0.557670563061321
"157","pghngdp",248,2022-01-01,-0.687262791759981,-0.0912086889855541,0.476228344520293
"158","pghngdp",249,2022-02-01,-0.574605333182579,-0.0711504364269726,0.451605983704268
"159","pghngdp",250,2022-03-01,-0.551155311319445,0.0516579740360738,0.648016664933852
"160","pghngdp",251,2022-04-01,-0.443465213557552,0.165175951723944,0.763976235010482
"161","pghngdp",252,2022-05-01,-0.420206509639247,0.130383717788784,0.681292246455529
"162","pghngdp",253,2022-06-01,-0.616107782415897,0.0213517163007509,0.551138327670941
"163","pghngdp",254,2022-07-01,-0.703234437212904,-0.0893065499752169,0.495316870437572
"164","pghngdp",255,2022-08-01,-0.631008125386754,-0.0498677903263541,0.490977829069872
"165","pghngdp",256,2022-09-01,-0.546344690548245,0.0495269083941474,0.690281306096904
"166","pghngdp",257,2022-10-01,-0.452033179770661,0.13961486638996,0.725617773702085
"167","pghngdp",258,2022-11-01,-0.494757809544875,0.123202057574973,0.742065675018501
"168","pghngdp",259,2022-12-01,-0.637448219450003,0.0157551941782243,0.588350006920557
"169","pghpermits",236,2021-01-01,-7.61512088650468,-0.260844375678161,6.31369654584508
"170","pghpermits",237,2021-02-01,-6.93857695852388,0.506724793746107,8.71430324070346
"171","pghpermits",238,2021-03-01,-8.79498473724481,-0.878566945517751,6.8235740623504
"172","pghpermits",239,2021-04-01,-7.09444558159716,0.554603383065969,8.31108532453341
"173","pghpermits",240,2021-05-01,-8.58091279597671,-0.384766083358216,7.2718883501924
"174","pghpermits",241,2021-06-01,-7.58123827289627,0.239942449708815,8.50416067782666
"175","pghpermits",242,2021-07-01,-8.14959739649941,-0.13411393777551,7.37491874552517
"176","pghpermits",243,2021-08-01,-7.64261481883487,-0.0902526455877044,8.33364636259148
"177","pghpermits",244,2021-09-01,-8.80422589744279,-0.00946404917461934,8.26957669633139
"178","pghpermits",245,2021-10-01,-8.38654412993466,-0.269934586884496,8.07971982866152
"179","pghpermits",246,2021-11-01,-7.77384768859568,0.0986456206249765,8.36022613723295
"180","pghpermits",247,2021-12-01,-7.93623112601421,0.0754487602807394,8.07808556762833
"181","pghpermits",248,2022-01-01,-8.46893281022542,0.00960952677612975,7.85055343830134
"182","pghpermits",249,2022-02-01,-8.29247541761129,-0.150029211188547,7.71938294675472
"183","pghpermits",250,2022-03-01,-8.68650606861999,-0.00466962807031945,7.91319176792241
"184","pghpermits",251,2022-04-01,-8.26630205339853,-0.212276478998428,8.22046299437044
"185","pghpermits",252,2022-05-01,-8.20464764498529,-0.0293568823779805,8.14647709005206
"186","pghpermits",253,2022-06-01,-7.79185574666425,0.0994484492635612,8.38362966478023
"187","pghpermits",254,2022-07-01,-8.6038550474825,0.15348956636764,8.26230977153787
"188","pghpermits",255,2022-08-01,-7.96189049047681,-0.138541846758476,7.85522302434125
